App Name,Usage Time (mins),Topic Keywords,Engagement Level,Device,Time of Day,Previous Question Answered,Suggested Question
Facebook,31,Machine Learning,Medium,Desktop,Morning,Yes,Have you explored reinforcement learning?
YouTube,17,Data Science,High,Desktop,Afternoon,Yes,What statistical methods do you prefer in Data Science?
Facebook,59,Data Science,High,Desktop,Morning,Yes,How do you clean messy datasets?
Instagram,46,Cybersecurity,High,Smartphone,Night,Yes,What tools do you recommend for threat detection?
Twitter,22,Machine Learning,Low,Desktop,Evening,Yes,What is your preferred ML algorithm?
Instagram,17,Machine Learning,Low,Tablet,Afternoon,No,Can you share a recent ML project you worked on?
LinkedIn,55,Data Science,Low,Desktop,Afternoon,Yes,How do you clean messy datasets?
Facebook,59,Cybersecurity,Low,Desktop,Evening,Yes,How do you prevent phishing attacks?
Twitter,34,Cybersecurity,Low,Tablet,Afternoon,No,What is your favorite cybersecurity framework?
Instagram,45,Machine Learning,Medium,Smartphone,Afternoon,No,What is your preferred ML algorithm?
TikTok,12,Cybersecurity,Medium,Smartphone,Evening,No,What is your favorite cybersecurity framework?
YouTube,23,Data Science,Low,Tablet,Night,Yes,Which data visualization tool do you use?
YouTube,12,Data Science,Low,Tablet,Night,No,Which data visualization tool do you use?
TikTok,36,Data Science,Low,Tablet,Evening,Yes,Which data visualization tool do you use?
YouTube,48,Machine Learning,Low,Smartphone,Evening,No,What tools do you use for ML development?
LinkedIn,41,Cybersecurity,High,Tablet,Morning,No,How do you secure APIs in applications?
TikTok,25,Machine Learning,High,Tablet,Afternoon,No,Can you share a recent ML project you worked on?
Twitter,58,Cybersecurity,High,Tablet,Evening,No,Have you implemented encryption in your projects?
Twitter,60,Cybersecurity,High,Smartphone,Evening,Yes,How do you prevent phishing attacks?
Twitter,52,Cybersecurity,Low,Desktop,Afternoon,No,What tools do you recommend for threat detection?
TikTok,30,Cybersecurity,High,Desktop,Morning,No,What is your favorite cybersecurity framework?
YouTube,40,Data Science,High,Smartphone,Morning,Yes,How do you deal with missing data?
Facebook,46,Data Science,Medium,Tablet,Night,No,How do you clean messy datasets?
TikTok,20,Cybersecurity,Medium,Tablet,Morning,No,What is your favorite cybersecurity framework?
TikTok,40,Machine Learning,Medium,Desktop,Morning,No,How do you handle overfitting in ML?
Twitter,41,Data Science,Medium,Desktop,Evening,Yes,How do you clean messy datasets?
Instagram,18,Machine Learning,Medium,Tablet,Night,No,How do you handle overfitting in ML?
TikTok,48,Data Science,Medium,Tablet,Afternoon,Yes,What is your experience with Python in data analysis?
TikTok,11,Cybersecurity,Medium,Tablet,Evening,No,Have you implemented encryption in your projects?
YouTube,40,Machine Learning,Medium,Tablet,Afternoon,No,Can you share a recent ML project you worked on?
TikTok,10,Data Science,High,Smartphone,Afternoon,Yes,What is your experience with Python in data analysis?
Instagram,10,Machine Learning,Low,Desktop,Afternoon,Yes,What is your preferred ML algorithm?
TikTok,30,Data Science,Medium,Tablet,Evening,Yes,How do you clean messy datasets?
Facebook,11,Machine Learning,High,Tablet,Morning,No,What tools do you use for ML development?
YouTube,23,Cybersecurity,Medium,Desktop,Night,Yes,How do you secure APIs in applications?
TikTok,11,Cybersecurity,Medium,Tablet,Evening,Yes,How do you prevent phishing attacks?
Twitter,19,Cybersecurity,High,Tablet,Morning,Yes,Have you implemented encryption in your projects?
LinkedIn,52,Machine Learning,High,Desktop,Evening,No,What is your preferred ML algorithm?
Twitter,41,Machine Learning,Low,Tablet,Morning,No,Can you share a recent ML project you worked on?
LinkedIn,31,Cybersecurity,Low,Tablet,Morning,No,What tools do you recommend for threat detection?
YouTube,20,Cybersecurity,High,Tablet,Night,No,What tools do you recommend for threat detection?
YouTube,15,Cybersecurity,High,Smartphone,Afternoon,Yes,How do you prevent phishing attacks?
Twitter,56,Machine Learning,Low,Desktop,Night,No,What is your preferred ML algorithm?
Twitter,27,Machine Learning,High,Tablet,Night,No,What tools do you use for ML development?
LinkedIn,29,Machine Learning,Low,Tablet,Night,Yes,Can you share a recent ML project you worked on?
Facebook,51,Cybersecurity,Medium,Tablet,Morning,No,How do you secure APIs in applications?
Instagram,19,Cybersecurity,Low,Tablet,Night,No,What tools do you recommend for threat detection?
Twitter,58,Machine Learning,Low,Smartphone,Evening,No,What is your preferred ML algorithm?
Twitter,53,Cybersecurity,Low,Tablet,Night,No,What tools do you recommend for threat detection?
Instagram,31,Machine Learning,Medium,Desktop,Night,No,Have you explored reinforcement learning?
Instagram,49,Cybersecurity,High,Tablet,Night,Yes,How do you prevent phishing attacks?
Twitter,47,Data Science,Low,Smartphone,Night,No,What statistical methods do you prefer in Data Science?
Instagram,37,Cybersecurity,Medium,Smartphone,Afternoon,Yes,Have you implemented encryption in your projects?
Instagram,25,Machine Learning,Low,Tablet,Morning,No,What tools do you use for ML development?
LinkedIn,26,Cybersecurity,High,Desktop,Night,No,How do you prevent phishing attacks?
Twitter,40,Machine Learning,High,Desktop,Evening,Yes,Have you explored reinforcement learning?
Facebook,15,Machine Learning,High,Desktop,Night,Yes,What tools do you use for ML development?
YouTube,15,Machine Learning,High,Smartphone,Night,No,Can you share a recent ML project you worked on?
Twitter,15,Cybersecurity,Low,Smartphone,Evening,Yes,How do you prevent phishing attacks?
Twitter,58,Machine Learning,Low,Desktop,Evening,Yes,What is your preferred ML algorithm?
LinkedIn,55,Data Science,Low,Tablet,Evening,Yes,How do you deal with missing data?
TikTok,24,Machine Learning,Low,Tablet,Morning,No,Have you explored reinforcement learning?
Instagram,24,Data Science,High,Desktop,Evening,No,How do you clean messy datasets?
Instagram,35,Machine Learning,Low,Smartphone,Morning,Yes,Can you share a recent ML project you worked on?
Facebook,27,Cybersecurity,Low,Smartphone,Night,Yes,What tools do you recommend for threat detection?
Twitter,46,Cybersecurity,High,Desktop,Night,No,Have you implemented encryption in your projects?
Facebook,50,Data Science,Medium,Tablet,Evening,No,Which data visualization tool do you use?
Twitter,28,Machine Learning,Medium,Tablet,Evening,No,How do you handle overfitting in ML?
TikTok,42,Data Science,High,Tablet,Afternoon,Yes,What is your experience with Python in data analysis?
Instagram,13,Machine Learning,Low,Desktop,Afternoon,No,Can you share a recent ML project you worked on?
TikTok,29,Machine Learning,High,Tablet,Night,Yes,What tools do you use for ML development?
Instagram,12,Cybersecurity,High,Smartphone,Afternoon,No,How do you prevent phishing attacks?
Twitter,37,Data Science,High,Smartphone,Evening,Yes,What is your experience with Python in data analysis?
Instagram,34,Machine Learning,High,Smartphone,Afternoon,No,How do you handle overfitting in ML?
Twitter,59,Machine Learning,Medium,Smartphone,Night,No,How do you handle overfitting in ML?
TikTok,20,Machine Learning,Medium,Smartphone,Afternoon,No,What tools do you use for ML development?
Twitter,58,Data Science,Low,Tablet,Morning,No,Which data visualization tool do you use?
YouTube,34,Cybersecurity,Medium,Desktop,Afternoon,No,What tools do you recommend for threat detection?
LinkedIn,59,Cybersecurity,Low,Smartphone,Afternoon,Yes,How do you prevent phishing attacks?
Facebook,20,Cybersecurity,Medium,Desktop,Afternoon,No,What is your favorite cybersecurity framework?
Facebook,48,Machine Learning,Low,Desktop,Morning,Yes,Have you explored reinforcement learning?
YouTube,18,Machine Learning,High,Smartphone,Afternoon,No,What tools do you use for ML development?
Twitter,45,Data Science,Low,Tablet,Night,Yes,What is your experience with Python in data analysis?
TikTok,38,Data Science,High,Desktop,Afternoon,Yes,How do you clean messy datasets?
Facebook,31,Data Science,High,Desktop,Night,Yes,What statistical methods do you prefer in Data Science?
TikTok,25,Cybersecurity,Low,Tablet,Evening,Yes,Have you implemented encryption in your projects?
Facebook,35,Cybersecurity,Medium,Smartphone,Morning,Yes,Have you implemented encryption in your projects?
LinkedIn,57,Data Science,Medium,Smartphone,Evening,Yes,How do you clean messy datasets?
TikTok,35,Data Science,High,Desktop,Night,Yes,How do you deal with missing data?
TikTok,59,Cybersecurity,Low,Tablet,Afternoon,Yes,What is your favorite cybersecurity framework?
YouTube,25,Data Science,High,Smartphone,Night,Yes,How do you deal with missing data?
TikTok,15,Data Science,High,Smartphone,Morning,Yes,How do you clean messy datasets?
LinkedIn,25,Data Science,Medium,Desktop,Night,No,What is your experience with Python in data analysis?
Instagram,20,Machine Learning,Low,Tablet,Night,No,What tools do you use for ML development?
Instagram,49,Data Science,Low,Tablet,Morning,No,How do you deal with missing data?
Facebook,15,Machine Learning,Low,Tablet,Afternoon,No,How do you handle overfitting in ML?
LinkedIn,28,Data Science,Medium,Desktop,Evening,Yes,How do you deal with missing data?
LinkedIn,26,Cybersecurity,High,Smartphone,Night,No,Have you implemented encryption in your projects?
LinkedIn,52,Data Science,Medium,Tablet,Morning,Yes,What statistical methods do you prefer in Data Science?
Twitter,59,Machine Learning,Medium,Desktop,Evening,No,Can you share a recent ML project you worked on?
Instagram,52,Machine Learning,Low,Desktop,Night,No,How do you handle overfitting in ML?
Instagram,47,Data Science,Low,Tablet,Afternoon,Yes,How do you clean messy datasets?
Twitter,22,Data Science,Medium,Smartphone,Afternoon,No,What is your experience with Python in data analysis?
LinkedIn,41,Machine Learning,Low,Smartphone,Night,No,Can you share a recent ML project you worked on?
TikTok,19,Data Science,Medium,Tablet,Night,Yes,What is your experience with Python in data analysis?
LinkedIn,39,Data Science,Low,Desktop,Night,No,What is your experience with Python in data analysis?
Instagram,23,Cybersecurity,Medium,Tablet,Afternoon,Yes,What tools do you recommend for threat detection?
Twitter,34,Cybersecurity,Medium,Smartphone,Night,No,Have you implemented encryption in your projects?
Facebook,13,Machine Learning,Low,Tablet,Night,Yes,Can you share a recent ML project you worked on?
TikTok,37,Machine Learning,Medium,Tablet,Afternoon,Yes,Have you explored reinforcement learning?
LinkedIn,17,Cybersecurity,Low,Tablet,Evening,No,How do you secure APIs in applications?
YouTube,29,Machine Learning,High,Desktop,Night,No,What is your preferred ML algorithm?
Instagram,31,Data Science,High,Tablet,Evening,Yes,How do you clean messy datasets?
YouTube,16,Data Science,Low,Smartphone,Morning,Yes,What is your experience with Python in data analysis?
TikTok,26,Machine Learning,High,Smartphone,Morning,No,What is your preferred ML algorithm?
LinkedIn,44,Machine Learning,Medium,Desktop,Evening,Yes,Can you share a recent ML project you worked on?
LinkedIn,57,Cybersecurity,High,Tablet,Night,Yes,How do you secure APIs in applications?
LinkedIn,25,Cybersecurity,Medium,Tablet,Evening,No,How do you secure APIs in applications?
Twitter,17,Cybersecurity,Medium,Desktop,Morning,Yes,What is your favorite cybersecurity framework?
Facebook,51,Data Science,Low,Smartphone,Night,No,How do you clean messy datasets?
Instagram,54,Cybersecurity,Medium,Smartphone,Morning,Yes,How do you prevent phishing attacks?
YouTube,59,Data Science,High,Desktop,Afternoon,Yes,What statistical methods do you prefer in Data Science?
Facebook,58,Machine Learning,Low,Desktop,Evening,No,What tools do you use for ML development?
LinkedIn,25,Cybersecurity,Medium,Desktop,Evening,No,How do you secure APIs in applications?
Instagram,29,Cybersecurity,High,Tablet,Evening,Yes,What is your favorite cybersecurity framework?
TikTok,35,Machine Learning,Low,Tablet,Morning,Yes,How do you handle overfitting in ML?
Instagram,15,Machine Learning,High,Desktop,Evening,Yes,Can you share a recent ML project you worked on?
Twitter,24,Cybersecurity,Medium,Smartphone,Afternoon,Yes,What tools do you recommend for threat detection?
LinkedIn,35,Machine Learning,Medium,Desktop,Evening,Yes,What tools do you use for ML development?
Facebook,59,Data Science,High,Smartphone,Evening,No,Which data visualization tool do you use?
YouTube,24,Machine Learning,Low,Smartphone,Afternoon,Yes,What tools do you use for ML development?
YouTube,26,Data Science,Medium,Desktop,Evening,Yes,What statistical methods do you prefer in Data Science?
LinkedIn,22,Data Science,Low,Desktop,Evening,Yes,What statistical methods do you prefer in Data Science?
Twitter,14,Machine Learning,High,Desktop,Evening,Yes,Have you explored reinforcement learning?
TikTok,15,Machine Learning,Medium,Desktop,Evening,Yes,Can you share a recent ML project you worked on?
LinkedIn,32,Machine Learning,Low,Smartphone,Evening,No,What is your preferred ML algorithm?
YouTube,20,Machine Learning,Medium,Smartphone,Evening,No,What is your preferred ML algorithm?
LinkedIn,55,Data Science,Low,Smartphone,Afternoon,No,Which data visualization tool do you use?
Instagram,14,Data Science,Medium,Desktop,Morning,No,Which data visualization tool do you use?
YouTube,43,Data Science,Medium,Smartphone,Night,No,How do you deal with missing data?
Facebook,20,Data Science,Medium,Smartphone,Afternoon,Yes,How do you clean messy datasets?
LinkedIn,45,Data Science,Low,Smartphone,Morning,Yes,How do you deal with missing data?
TikTok,29,Machine Learning,High,Smartphone,Evening,Yes,Can you share a recent ML project you worked on?
TikTok,27,Cybersecurity,High,Desktop,Morning,Yes,What tools do you recommend for threat detection?
TikTok,26,Cybersecurity,Low,Tablet,Morning,No,What tools do you recommend for threat detection?
Twitter,34,Data Science,Medium,Desktop,Afternoon,Yes,Which data visualization tool do you use?
Facebook,37,Cybersecurity,High,Desktop,Evening,Yes,How do you secure APIs in applications?
LinkedIn,39,Data Science,Low,Smartphone,Afternoon,Yes,How do you clean messy datasets?
YouTube,33,Cybersecurity,Medium,Desktop,Evening,Yes,Have you implemented encryption in your projects?
Instagram,33,Cybersecurity,Low,Tablet,Morning,No,What tools do you recommend for threat detection?
TikTok,21,Machine Learning,High,Desktop,Evening,No,How do you handle overfitting in ML?
LinkedIn,32,Machine Learning,Low,Desktop,Morning,No,What is your preferred ML algorithm?
Instagram,11,Machine Learning,Low,Tablet,Afternoon,No,Have you explored reinforcement learning?
Twitter,29,Cybersecurity,High,Smartphone,Afternoon,No,How do you prevent phishing attacks?
Twitter,14,Machine Learning,Low,Smartphone,Morning,No,Have you explored reinforcement learning?
Facebook,47,Machine Learning,Medium,Tablet,Night,Yes,Have you explored reinforcement learning?
Facebook,48,Cybersecurity,Medium,Smartphone,Morning,No,How do you secure APIs in applications?
Twitter,14,Data Science,Medium,Tablet,Morning,No,How do you clean messy datasets?
Twitter,31,Cybersecurity,Low,Smartphone,Night,Yes,How do you prevent phishing attacks?
LinkedIn,34,Cybersecurity,Medium,Tablet,Evening,Yes,What is your favorite cybersecurity framework?
TikTok,29,Data Science,Medium,Smartphone,Night,No,How do you clean messy datasets?
TikTok,57,Machine Learning,Medium,Desktop,Afternoon,Yes,How do you handle overfitting in ML?
YouTube,35,Data Science,Low,Tablet,Afternoon,No,Which data visualization tool do you use?
Facebook,17,Data Science,High,Tablet,Evening,No,What statistical methods do you prefer in Data Science?
Instagram,23,Machine Learning,High,Desktop,Night,No,Can you share a recent ML project you worked on?
LinkedIn,26,Machine Learning,Medium,Desktop,Evening,Yes,What is your preferred ML algorithm?
LinkedIn,44,Machine Learning,Medium,Smartphone,Evening,No,Have you explored reinforcement learning?
TikTok,25,Cybersecurity,High,Smartphone,Evening,Yes,How do you prevent phishing attacks?
LinkedIn,36,Cybersecurity,High,Desktop,Evening,Yes,How do you secure APIs in applications?
Instagram,30,Machine Learning,Low,Desktop,Evening,Yes,What tools do you use for ML development?
LinkedIn,22,Machine Learning,High,Tablet,Evening,No,How do you handle overfitting in ML?
Twitter,39,Cybersecurity,High,Smartphone,Afternoon,Yes,What tools do you recommend for threat detection?
TikTok,40,Cybersecurity,Medium,Tablet,Afternoon,Yes,What is your favorite cybersecurity framework?
Instagram,50,Machine Learning,High,Smartphone,Afternoon,No,What tools do you use for ML development?
Facebook,12,Machine Learning,Medium,Tablet,Morning,Yes,Can you share a recent ML project you worked on?
Instagram,37,Data Science,Medium,Smartphone,Evening,Yes,What statistical methods do you prefer in Data Science?
TikTok,30,Cybersecurity,Low,Smartphone,Evening,Yes,What is your favorite cybersecurity framework?
Facebook,27,Machine Learning,Low,Smartphone,Morning,Yes,Can you share a recent ML project you worked on?
LinkedIn,43,Data Science,Low,Smartphone,Night,Yes,Which data visualization tool do you use?
Instagram,31,Data Science,High,Desktop,Evening,Yes,Which data visualization tool do you use?
Twitter,50,Machine Learning,High,Desktop,Afternoon,Yes,Can you share a recent ML project you worked on?
Facebook,26,Data Science,Low,Smartphone,Night,Yes,What is your experience with Python in data analysis?
YouTube,11,Machine Learning,Medium,Tablet,Morning,Yes,What tools do you use for ML development?
LinkedIn,58,Machine Learning,Medium,Desktop,Evening,No,Can you share a recent ML project you worked on?
Instagram,56,Machine Learning,Low,Smartphone,Evening,No,What is your preferred ML algorithm?
LinkedIn,30,Data Science,Medium,Smartphone,Morning,No,What is your experience with Python in data analysis?
Twitter,35,Cybersecurity,High,Smartphone,Afternoon,Yes,What tools do you recommend for threat detection?
Facebook,36,Cybersecurity,High,Smartphone,Night,No,What tools do you recommend for threat detection?
YouTube,40,Machine Learning,High,Tablet,Afternoon,No,Have you explored reinforcement learning?
Instagram,51,Cybersecurity,Low,Smartphone,Morning,Yes,What is your favorite cybersecurity framework?
Twitter,53,Data Science,Low,Smartphone,Night,Yes,How do you deal with missing data?
YouTube,55,Data Science,Medium,Tablet,Evening,No,How do you clean messy datasets?
TikTok,60,Data Science,Low,Desktop,Afternoon,Yes,How do you clean messy datasets?
TikTok,32,Machine Learning,High,Desktop,Morning,Yes,What tools do you use for ML development?
Twitter,57,Machine Learning,Medium,Desktop,Afternoon,No,Have you explored reinforcement learning?
LinkedIn,34,Machine Learning,Medium,Desktop,Night,Yes,Can you share a recent ML project you worked on?
LinkedIn,34,Cybersecurity,High,Smartphone,Afternoon,Yes,How do you prevent phishing attacks?
YouTube,19,Cybersecurity,Low,Tablet,Evening,No,How do you prevent phishing attacks?
YouTube,17,Cybersecurity,High,Desktop,Morning,Yes,Have you implemented encryption in your projects?
Twitter,55,Machine Learning,High,Desktop,Morning,Yes,What tools do you use for ML development?
Twitter,14,Cybersecurity,Medium,Desktop,Evening,No,How do you prevent phishing attacks?
YouTube,58,Data Science,High,Smartphone,Night,No,How do you deal with missing data?
TikTok,46,Data Science,High,Tablet,Evening,Yes,Which data visualization tool do you use?
YouTube,60,Machine Learning,Medium,Smartphone,Evening,No,What tools do you use for ML development?
YouTube,59,Data Science,High,Desktop,Evening,No,What statistical methods do you prefer in Data Science?
TikTok,57,Cybersecurity,Low,Tablet,Afternoon,No,Have you implemented encryption in your projects?
Facebook,60,Cybersecurity,Medium,Tablet,Afternoon,Yes,What tools do you recommend for threat detection?
Facebook,32,Cybersecurity,Medium,Tablet,Morning,Yes,How do you secure APIs in applications?
Twitter,21,Data Science,Medium,Tablet,Evening,Yes,How do you clean messy datasets?
Facebook,45,Machine Learning,Low,Smartphone,Afternoon,Yes,Can you share a recent ML project you worked on?
LinkedIn,53,Machine Learning,High,Tablet,Afternoon,No,Have you explored reinforcement learning?
YouTube,20,Cybersecurity,Medium,Tablet,Evening,No,How do you secure APIs in applications?
Facebook,18,Data Science,Medium,Tablet,Afternoon,No,Which data visualization tool do you use?
Facebook,39,Machine Learning,High,Desktop,Afternoon,No,What is your preferred ML algorithm?
Instagram,46,Cybersecurity,Low,Smartphone,Night,Yes,How do you secure APIs in applications?
YouTube,53,Cybersecurity,High,Tablet,Morning,Yes,What is your favorite cybersecurity framework?
YouTube,25,Machine Learning,High,Smartphone,Night,Yes,How do you handle overfitting in ML?
Instagram,12,Cybersecurity,Low,Tablet,Morning,Yes,What tools do you recommend for threat detection?
TikTok,13,Data Science,Medium,Smartphone,Afternoon,Yes,Which data visualization tool do you use?
TikTok,38,Cybersecurity,Medium,Desktop,Afternoon,Yes,What tools do you recommend for threat detection?
TikTok,14,Data Science,Medium,Desktop,Evening,No,What statistical methods do you prefer in Data Science?
Facebook,37,Cybersecurity,High,Tablet,Afternoon,Yes,Have you implemented encryption in your projects?
Twitter,53,Cybersecurity,High,Tablet,Morning,No,What is your favorite cybersecurity framework?
Instagram,13,Machine Learning,High,Desktop,Night,Yes,How do you handle overfitting in ML?
Twitter,33,Data Science,Medium,Desktop,Night,No,How do you deal with missing data?
Facebook,31,Machine Learning,High,Smartphone,Morning,Yes,How do you handle overfitting in ML?
YouTube,58,Cybersecurity,Medium,Smartphone,Evening,No,How do you prevent phishing attacks?
LinkedIn,13,Machine Learning,Medium,Tablet,Evening,No,What is your preferred ML algorithm?
Facebook,50,Machine Learning,High,Smartphone,Evening,No,How do you handle overfitting in ML?
TikTok,57,Cybersecurity,High,Tablet,Afternoon,Yes,Have you implemented encryption in your projects?
TikTok,43,Machine Learning,Low,Tablet,Morning,No,How do you handle overfitting in ML?
Instagram,10,Cybersecurity,Medium,Desktop,Morning,No,What tools do you recommend for threat detection?
Twitter,51,Data Science,High,Smartphone,Evening,No,How do you clean messy datasets?
Instagram,20,Cybersecurity,High,Smartphone,Night,Yes,What is your favorite cybersecurity framework?
Instagram,31,Cybersecurity,High,Desktop,Evening,No,What tools do you recommend for threat detection?
Twitter,33,Machine Learning,Low,Smartphone,Evening,Yes,Can you share a recent ML project you worked on?
Twitter,34,Cybersecurity,Medium,Smartphone,Morning,Yes,Have you implemented encryption in your projects?
LinkedIn,13,Data Science,Medium,Smartphone,Morning,No,What statistical methods do you prefer in Data Science?
TikTok,33,Data Science,Low,Smartphone,Morning,No,How do you clean messy datasets?
Twitter,24,Machine Learning,Medium,Tablet,Afternoon,Yes,How do you handle overfitting in ML?
TikTok,17,Cybersecurity,High,Desktop,Night,Yes,Have you implemented encryption in your projects?
LinkedIn,46,Cybersecurity,High,Smartphone,Evening,Yes,How do you prevent phishing attacks?
Twitter,41,Cybersecurity,Medium,Tablet,Morning,Yes,How do you prevent phishing attacks?
TikTok,10,Machine Learning,Medium,Smartphone,Evening,No,Can you share a recent ML project you worked on?
LinkedIn,38,Cybersecurity,Medium,Tablet,Night,Yes,What is your favorite cybersecurity framework?
Facebook,45,Machine Learning,High,Tablet,Evening,Yes,What tools do you use for ML development?
Facebook,11,Machine Learning,Low,Tablet,Evening,No,Have you explored reinforcement learning?
Facebook,60,Machine Learning,Medium,Desktop,Afternoon,No,What is your preferred ML algorithm?
YouTube,43,Machine Learning,Medium,Tablet,Evening,Yes,What is your preferred ML algorithm?
Instagram,14,Data Science,Low,Smartphone,Night,Yes,Which data visualization tool do you use?
YouTube,17,Data Science,Medium,Desktop,Evening,No,Which data visualization tool do you use?
TikTok,33,Data Science,High,Smartphone,Morning,Yes,What statistical methods do you prefer in Data Science?
Twitter,52,Data Science,Medium,Smartphone,Afternoon,No,How do you deal with missing data?
YouTube,47,Machine Learning,Low,Desktop,Morning,No,What is your preferred ML algorithm?
Twitter,33,Cybersecurity,High,Smartphone,Night,No,How do you prevent phishing attacks?
Twitter,27,Machine Learning,Low,Smartphone,Evening,Yes,What is your preferred ML algorithm?
Twitter,21,Machine Learning,Low,Smartphone,Afternoon,Yes,How do you handle overfitting in ML?
YouTube,39,Machine Learning,Low,Smartphone,Night,No,How do you handle overfitting in ML?
Facebook,44,Cybersecurity,Low,Tablet,Morning,No,Have you implemented encryption in your projects?
LinkedIn,18,Machine Learning,High,Tablet,Evening,Yes,Have you explored reinforcement learning?
Facebook,16,Machine Learning,High,Tablet,Night,Yes,What tools do you use for ML development?
LinkedIn,12,Data Science,High,Smartphone,Afternoon,Yes,How do you clean messy datasets?
LinkedIn,15,Machine Learning,High,Tablet,Afternoon,Yes,Have you explored reinforcement learning?
LinkedIn,56,Cybersecurity,Medium,Desktop,Afternoon,Yes,What is your favorite cybersecurity framework?
Instagram,59,Machine Learning,Medium,Smartphone,Afternoon,No,Can you share a recent ML project you worked on?
TikTok,54,Cybersecurity,Low,Tablet,Afternoon,Yes,How do you secure APIs in applications?
Twitter,15,Data Science,High,Tablet,Morning,Yes,How do you deal with missing data?
TikTok,48,Cybersecurity,High,Desktop,Afternoon,Yes,How do you secure APIs in applications?
TikTok,15,Data Science,High,Smartphone,Evening,No,What is your experience with Python in data analysis?
Instagram,31,Data Science,High,Tablet,Evening,Yes,What statistical methods do you prefer in Data Science?
YouTube,42,Cybersecurity,Medium,Smartphone,Night,Yes,How do you secure APIs in applications?
TikTok,11,Data Science,Medium,Desktop,Night,Yes,Which data visualization tool do you use?
Twitter,48,Cybersecurity,Low,Tablet,Morning,No,How do you prevent phishing attacks?
Twitter,16,Cybersecurity,Low,Tablet,Afternoon,No,How do you secure APIs in applications?
Facebook,60,Cybersecurity,Medium,Smartphone,Evening,No,What is your favorite cybersecurity framework?
TikTok,60,Machine Learning,High,Desktop,Morning,Yes,How do you handle overfitting in ML?
TikTok,22,Cybersecurity,High,Desktop,Night,No,What tools do you recommend for threat detection?
TikTok,28,Cybersecurity,Medium,Smartphone,Night,No,Have you implemented encryption in your projects?
Facebook,29,Cybersecurity,Medium,Tablet,Evening,No,Have you implemented encryption in your projects?
Facebook,48,Data Science,Low,Desktop,Evening,Yes,What is your experience with Python in data analysis?
TikTok,15,Machine Learning,Medium,Tablet,Afternoon,No,How do you handle overfitting in ML?
Instagram,38,Machine Learning,Medium,Desktop,Afternoon,No,What is your preferred ML algorithm?
YouTube,60,Data Science,High,Smartphone,Morning,No,What statistical methods do you prefer in Data Science?
LinkedIn,45,Data Science,Low,Desktop,Night,Yes,How do you deal with missing data?
TikTok,26,Machine Learning,Medium,Smartphone,Morning,Yes,What tools do you use for ML development?
TikTok,32,Data Science,Low,Tablet,Afternoon,Yes,What statistical methods do you prefer in Data Science?
Twitter,37,Machine Learning,High,Desktop,Night,Yes,Have you explored reinforcement learning?
LinkedIn,27,Cybersecurity,Low,Tablet,Morning,Yes,How do you secure APIs in applications?
Facebook,14,Cybersecurity,High,Smartphone,Evening,Yes,How do you secure APIs in applications?
Instagram,19,Cybersecurity,High,Smartphone,Evening,Yes,What is your favorite cybersecurity framework?
LinkedIn,56,Data Science,High,Smartphone,Evening,Yes,How do you deal with missing data?
Twitter,49,Machine Learning,Low,Smartphone,Morning,Yes,Have you explored reinforcement learning?
Facebook,31,Machine Learning,Low,Smartphone,Morning,Yes,Have you explored reinforcement learning?
LinkedIn,45,Machine Learning,High,Desktop,Evening,No,How do you handle overfitting in ML?
YouTube,21,Cybersecurity,Medium,Tablet,Morning,Yes,How do you prevent phishing attacks?
TikTok,49,Data Science,High,Tablet,Morning,No,How do you deal with missing data?
YouTube,32,Data Science,Low,Desktop,Morning,Yes,How do you deal with missing data?
YouTube,49,Cybersecurity,Low,Tablet,Night,No,What is your favorite cybersecurity framework?
TikTok,56,Machine Learning,High,Smartphone,Afternoon,No,What tools do you use for ML development?
TikTok,12,Machine Learning,Low,Desktop,Morning,Yes,What is your preferred ML algorithm?
Twitter,45,Data Science,Low,Tablet,Afternoon,Yes,What statistical methods do you prefer in Data Science?
Facebook,23,Data Science,Low,Smartphone,Afternoon,Yes,How do you deal with missing data?
Twitter,33,Cybersecurity,Medium,Desktop,Morning,Yes,What is your favorite cybersecurity framework?
Instagram,44,Cybersecurity,High,Smartphone,Evening,No,Have you implemented encryption in your projects?
YouTube,19,Cybersecurity,High,Tablet,Afternoon,No,What is your favorite cybersecurity framework?
Twitter,50,Cybersecurity,High,Smartphone,Evening,No,How do you secure APIs in applications?
Instagram,21,Data Science,High,Desktop,Evening,No,What statistical methods do you prefer in Data Science?
Instagram,12,Data Science,High,Tablet,Evening,No,How do you clean messy datasets?
Twitter,38,Data Science,Medium,Smartphone,Evening,No,What statistical methods do you prefer in Data Science?
TikTok,38,Cybersecurity,Medium,Desktop,Evening,No,How do you prevent phishing attacks?
Twitter,44,Machine Learning,Low,Smartphone,Evening,No,What is your preferred ML algorithm?
Instagram,23,Data Science,High,Desktop,Evening,No,Which data visualization tool do you use?
TikTok,60,Data Science,High,Smartphone,Afternoon,No,How do you clean messy datasets?
Facebook,16,Machine Learning,Medium,Smartphone,Morning,No,How do you handle overfitting in ML?
LinkedIn,48,Machine Learning,Low,Tablet,Morning,No,What tools do you use for ML development?
Twitter,35,Cybersecurity,Low,Smartphone,Evening,Yes,What is your favorite cybersecurity framework?
YouTube,25,Machine Learning,High,Tablet,Morning,No,What tools do you use for ML development?
TikTok,13,Cybersecurity,High,Tablet,Morning,Yes,What is your favorite cybersecurity framework?
